# filename:lineno [module]function flags format
sound/core/seq/seq_clientmgr.c:112 [snd_seq]clientptr =_ "ALSA: seq: oops. Trying to get pointer to client %d\012"
sound/core/seq/seq_memory.c:238 [snd_seq]snd_seq_cell_alloc =_ "ALSA: seq: pool is not initialized\012"
sound/core/seq/seq_prioq.c:260 [snd_seq]snd_seq_prioq_cell_peek =_ "ALSA: seq: snd_seq_prioq_cell_in() called with NULL prioq\012"
sound/core/seq/seq_prioq.c:249 [snd_seq]snd_seq_prioq_avail =_ "ALSA: seq: snd_seq_prioq_cell_in() called with NULL prioq\012"
sound/core/seq/seq_prioq.c:224 [snd_seq]snd_seq_prioq_cell_out =_ "ALSA: seq: snd_seq_prioq_cell_in() called with NULL prioq\012"
sound/core/seq/seq_prioq.c:80 [snd_seq]snd_seq_prioq_delete =_ "ALSA: seq: snd_seq_prioq_delete() called with NULL prioq\012"
sound/core/seq/seq_timer.c:261 [snd_seq]snd_seq_timer_set_skew =_ "ALSA: seq: invalid skew base 0x%x\012"
sound/core/seq/seq_timer.c:208 [snd_seq]snd_seq_timer_set_ppq =_ "ALSA: seq: cannot change ppq of a running timer\012"
sound/core/seq/seq_timer.c:79 [snd_seq]snd_seq_timer_delete =_ "ALSA: seq: snd_seq_timer_delete() called with NULL timer\012"
arch/x86/pci/i386.c:297 [i386]pcibios_allocate_dev_resources =_ "disabling ROM %pR\012"
arch/x86/pci/i386.c:276 [i386]pcibios_allocate_dev_resources =_ "BAR %d: reserving %pr (d=%d, p=%d)\012"
arch/x86/pci/xen.c:253 [xen]xen_hvm_setup_msi_irqs =_ "xen: msi --> pirq=%d --> irq=%d\012"
arch/x86/pci/xen.c:244 [xen]xen_hvm_setup_msi_irqs =_ "xen: msi bound to pirq=%d\012"
arch/x86/pci/fixup.c:71 [fixup]pci_fixup_latency =_ "Setting max latency to 32\012"
arch/x86/pci/fixup.c:27 [fixup]pci_fixup_i450nx =_ "i450NX PXB %d: %02x/%02x/%02x\012"
arch/x86/pci/irq.c:1037 [irq]pcibios_fixup_irqs =_ "ignoring bogus IRQ %d\012"
arch/x86/pci/irq.c:984 [irq]pcibios_lookup_irq =_ "can't route interrupt\012"
arch/x86/pci/irq.c:960 [irq]pcibios_lookup_irq =_ "PCI INT %c -> newirq %d"
arch/x86/pci/irq.c:918 [irq]pcibios_lookup_irq =_ "PCI INT %c -> PIRQ %02x, mask %04x, excl %04x"
arch/x86/pci/irq.c:914 [irq]pcibios_lookup_irq =_ "PCI INT %c not routed\012"
arch/x86/pci/irq.c:908 [irq]pcibios_lookup_irq =_ "PCI INT %c not found in routing table\012"
arch/x86/pci/irq.c:893 [irq]pcibios_lookup_irq =_ "no interrupt pin\012"
net/core/sock.c:1575 [sock]__sk_destruct =_ "%s: optmem leakage (%d bytes) detected\012"
net/core/dev.c:7322 [dev]__netdev_update_features =_ "Features changed: %pNF -> %pNF\012"
net/core/dev.c:7290 [dev]netdev_fix_features =_ "Dropping partially supported GSO features since no GSO partial.\012"
net/core/dev.c:7282 [dev]netdev_fix_features =_ "Dropping NETIF_F_GSO since no SG feature.\012"
net/core/dev.c:7268 [dev]netdev_fix_features =_ "Dropping TSO6 features since no CSUM feature.\012"
net/core/dev.c:7261 [dev]netdev_fix_features =_ "Dropping TSO features since no CSUM feature.\012"
net/core/dev.c:7255 [dev]netdev_fix_features =_ "Dropping TSO features since no SG feature.\012"
net/core/dev.c:7232 [dev]netdev_sync_lower_features =_ "Disabling feature %pNF on lower dev %s.\012"
net/core/dev.c:7213 [dev]netdev_sync_upper_features =_ "Dropping feature %pNF, upper dev %s has it off.\012"
net/core/dev.c:7120 [dev]rollback_registered_many =_ "unregister_netdevice: device %s/%p never was registered\012"
net/core/dev.c:6173 [dev]__netdev_adjacent_dev_remove =_ "adjacency: dev_put for %s, because link removed from %s to %s\012"
net/core/dev.c:6160 [dev]__netdev_adjacent_dev_remove =_ "adjacency: %s to %s ref_nr - %d = %d\012"
net/core/dev.c:6146 [dev]__netdev_adjacent_dev_remove =_ "Remove adjacency: dev %s adj_dev %s ref_nr %d\012"
net/core/dev.c:6106 [dev]__netdev_adjacent_dev_insert =_ "Insert adjacency: dev %s adj_dev %s adj->ref_nr %d; dev_hold on %s\012"
net/core/dev.c:6090 [dev]__netdev_adjacent_dev_insert =_ "Insert adjacency: dev %s adj_dev %s adj->ref_nr %d\012"
net/sched/sch_api.c:387 [sch_api]__detect_linklayer =_ "TC linklayer: Detected ATM, low(%d)=high(%d)=%u\012"
net/sched/sch_api.c:380 [sch_api]__detect_linklayer =_ "TC linklayer: Giving up ATM detection\012"
net/sched/act_api.c:917 [act_api]tca_action_flush =_ "tca_action_flush: failed skb alloc\012"
net/netfilter/nf_sockopt.c:40 [netfilter]nf_register_sockopt =_ "nf_sock overlap: %u-%u/%u-%u v %u-%u/%u-%u\012"
net/netfilter/nf_conntrack_core.c:1478 [nf_conntrack]nf_conntrack_alter_reply =_ "Altering reply tuple of %p to "
net/netfilter/nf_conntrack_core.c:1426 [nf_conntrack]nf_conntrack_in =_ "nf_conntrack_in: Can't track with proto module\012"
net/netfilter/nf_conntrack_core.c:1377 [nf_conntrack]nf_conntrack_in =_ "not prepared to track yet or error occurred\012"
net/netfilter/nf_conntrack_core.c:1340 [nf_conntrack]resolve_normal_ct =_ "new packet for %p\012"
net/netfilter/nf_conntrack_core.c:1337 [nf_conntrack]resolve_normal_ct =_ "related packet for %p\012"
net/netfilter/nf_conntrack_core.c:1334 [nf_conntrack]resolve_normal_ct =_ "normal packet for %p\012"
net/netfilter/nf_conntrack_core.c:1310 [nf_conntrack]resolve_normal_ct =_ "Can't get tuple\012"
net/netfilter/nf_conntrack_core.c:1249 [nf_conntrack]init_conntrack =_ "expectation arrives ct=%p exp=%p\012"
net/netfilter/nf_conntrack_core.c:1226 [nf_conntrack]init_conntrack =_ "can't track with proto module\012"
net/netfilter/nf_conntrack_core.c:1200 [nf_conntrack]init_conntrack =_ "Can't invert tuple.\012"
net/netfilter/nf_conntrack_core.c:770 [nf_conntrack]__nf_conntrack_confirm =_ "Confirming conntrack %p\012"
net/netfilter/nf_conntrack_core.c:437 [nf_conntrack]destroy_conntrack =_ "destroy_conntrack: returning ct=%p to slab\012"
net/netfilter/nf_conntrack_core.c:411 [nf_conntrack]destroy_conntrack =_ "destroy_conntrack(%p)\012"
net/netfilter/nf_conntrack_core.c:306 [nf_conntrack]clean_from_lists =_ "clean_from_lists(%p)\012"
./include/net/netfilter/nf_conntrack_acct.h:43 [nf_conntrack]nf_ct_acct_ext_add =_ "failed to add accounting extension area"
net/netfilter/nf_conntrack_helper.c:205 [nf_conntrack]nf_ct_helper_ext_add =_ "failed to add helper extension area"
net/netfilter/nf_conntrack_proto_tcp.c:1162 [nf_conntrack]tcp_new =_ "tcp_new: sender end=%u maxend=%u maxwin=%u scale=%i receiver end=%u maxend=%u maxwin=%u scale=%i\012"
net/netfilter/nf_conntrack_proto_tcp.c:1110 [nf_conntrack]tcp_new =_ "nf_ct_tcp: invalid new deleting.\012"
net/netfilter/nf_conntrack_proto_tcp.c:1039 [nf_conntrack]tcp_packet =_ "syn=%i ack=%i fin=%i rst=%i old=%i new=%i\012"
net/netfilter/nf_conntrack_proto_tcp.c:1034 [nf_conntrack]tcp_packet =_ "tcp_conntracks: "
net/netfilter/nf_conntrack_proto_tcp.c:965 [nf_conntrack]tcp_packet =_ "nf_ct_tcp: Invalid dir=%i index=%u ostate=%u\012"
net/netfilter/nf_conntrack_proto_tcp.c:721 [nf_conntrack]tcp_in_window =_ "tcp_in_window: res=%u sender end=%u maxend=%u maxwin=%u receiver end=%u maxend=%u maxwin=%u\012"
net/netfilter/nf_conntrack_proto_tcp.c:637 [nf_conntrack]tcp_in_window =_ "tcp_in_window: I=%i II=%i III=%i IV=%i\012"
net/netfilter/nf_conntrack_proto_tcp.c:627 [nf_conntrack]tcp_in_window =_ "tcp_in_window: sender end=%u maxend=%u maxwin=%u scale=%i receiver end=%u maxend=%u maxwin=%u scale=%i\012"
net/netfilter/nf_conntrack_proto_tcp.c:621 [nf_conntrack]tcp_in_window =_ "seq=%u ack=%u+(%d) sack=%u+(%d) win=%u end=%u\012"
net/netfilter/nf_conntrack_proto_tcp.c:618 [nf_conntrack]tcp_in_window =_ "tcp_in_window: "
net/netfilter/nf_conntrack_proto_tcp.c:534 [nf_conntrack]tcp_in_window =_ "tcp_in_window: sender end=%u maxend=%u maxwin=%u scale=%i receiver end=%u maxend=%u maxwin=%u scale=%i\012"
net/netfilter/nf_conntrack_proto_tcp.c:528 [nf_conntrack]tcp_in_window =_ "seq=%u ack=%u+(%d) sack=%u+(%d) win=%u end=%u\012"
net/netfilter/nf_conntrack_proto_tcp.c:525 [nf_conntrack]tcp_in_window =_ "tcp_in_window: "
net/netfilter/nf_conntrack_proto_tcp.c:524 [nf_conntrack]tcp_in_window =_ "tcp_in_window: START\012"
net/netfilter/nf_conntrack_seqadj.c:207 [nf_conntrack]nf_ct_seq_adjust =_ "Adjusting ack number from %u->%u, ack from %u->%u\012"
net/netfilter/nf_conntrack_seqadj.c:190 [nf_conntrack]nf_ct_seq_adjust =_ "Adjusting sequence number from %u->%u\012"
net/netfilter/nf_conntrack_seqadj.c:103 [nf_conntrack]nf_ct_sack_block_adjust =_ "sack_adjust: start_seq: %u->%u, end_seq: %u->%u\012"
./include/net/netfilter/nf_conntrack_acct.h:43 [nf_conntrack_netlink]nf_ct_acct_ext_add =_ "failed to add accounting extension area"
net/netfilter/nf_conntrack_ftp.c:503 [nf_conntrack_ftp]help =_ "NOT RECORDING: %pI6 != %pI6\012"
net/netfilter/nf_conntrack_ftp.c:499 [nf_conntrack_ftp]help =_ "NOT RECORDING: %pI4 != %pI4\012"
net/netfilter/nf_conntrack_ftp.c:474 [nf_conntrack_ftp]help =_ "conntrack_ftp: match `%.*s' (%u bytes at %u)\012"
net/netfilter/nf_conntrack_ftp.c:435 [nf_conntrack_ftp]help =_ "nf_conntrack_ftp: wrong seq pos %s(%u) or %s(%u)\012"
net/netfilter/nf_conntrack_ftp.c:410 [nf_conntrack_ftp]help =_ "ftp: dataoff(%u) >= skblen(%u)\012"
net/netfilter/nf_conntrack_ftp.c:398 [nf_conntrack_ftp]help =_ "ftp: Conntrackinfo = %u\012"
net/netfilter/nf_conntrack_ftp.c:333 [nf_conntrack_ftp]find_pattern =_ "Match succeeded!\012"
net/netfilter/nf_conntrack_ftp.c:326 [nf_conntrack_ftp]find_pattern =_ "Skipped up to `%c'!\012"
net/netfilter/nf_conntrack_ftp.c:315 [nf_conntrack_ftp]find_pattern =_ "Pattern matches!\012"
net/netfilter/nf_conntrack_ftp.c:303 [nf_conntrack_ftp]find_pattern =_ "find_pattern `%s': dlen = %zu\012"
net/netfilter/nf_conntrack_ftp.c:268 [nf_conntrack_ftp]try_eprt =_ "EPRT: Got IP address!\012"
net/netfilter/nf_conntrack_ftp.c:250 [nf_conntrack_ftp]try_eprt =_ "EPRT: Got %c%c%c\012"
net/netfilter/nf_conntrack_ftp.c:246 [nf_conntrack_ftp]try_eprt =_ "EPRT: invalid protocol number.\012"
net/netfilter/nf_conntrack_ftp.c:240 [nf_conntrack_ftp]try_eprt =_ "try_eprt: invalid delimiter.\012"
net/netfilter/nf_conntrack_ftp.c:235 [nf_conntrack_ftp]try_eprt =_ "EPRT: too short\012"
net/netfilter/nf_conntrack_ftp.c:218 [nf_conntrack_ftp]get_port =_ "get_port: invalid char.\012"
net/netfilter/nf_conntrack_ftp.c:212 [nf_conntrack_ftp]get_port =_ "get_port: return %d\012"
net/netfilter/nf_conntrack_ftp.c:150 [nf_conntrack_ftp]try_number =_ "Failed to fill %u numbers separated by %c\012"
net/netfilter/nf_conntrack_ftp.c:145 [nf_conntrack_ftp]try_number =_ "Char %u (got %u nums) `%u' unexpected\012"
net/netfilter/nf_conntrack_irc.c:186 [nf_conntrack_irc]help =_ "DCC bound ip/port: %pI4:%u\012"
net/netfilter/nf_conntrack_irc.c:181 [nf_conntrack_irc]help =_ "unable to parse dcc command\012"
net/netfilter/nf_conntrack_irc.c:174 [nf_conntrack_irc]help =_ "DCC %s detected\012"
net/netfilter/nf_conntrack_irc.c:166 [nf_conntrack_irc]help =_ "DCC found in master %pI4:%u %pI4:%u\012"
net/netfilter/nf_conntrack_sip.c:674 [nf_conntrack_sip]sdp_addr_len =_ "ip: %s parse failed.!\012"
net/netfilter/nf_conntrack_sip.c:186 [nf_conntrack_sip]epaddr_len =_ "ip: %s parse failed.!\012"
net/netfilter/x_tables.c:1238 [x_tables]xt_register_table =_ "table->private->number = %u\012"
net/netfilter/x_tables.c:1171 [x_tables]xt_replace_table =_ "num_counters != table->private->number (%u/%u)\012"
net/netfilter/xt_tcpudp.c:142 [xt_tcpudp]udp_mt =_ "Dropping evil UDP tinygram.\012"
net/netfilter/xt_tcpudp.c:90 [xt_tcpudp]tcp_mt =_ "Dropping evil TCP offset=0 tinygram.\012"
net/netfilter/xt_tcpudp.c:79 [xt_tcpudp]tcp_mt =_ "Dropping evil TCP offset=1 frag.\012"
net/netfilter/xt_tcpudp.c:43 [xt_tcpudp]tcp_find_option =_ "finding option\012"
net/ipv4/route.c:1192 [route]ip_rt_bug =_ "%s: %pI4 -> %pI4, %s\012"
net/ipv4/ip_fragment.c:653 [ip_fragment]ip_frag_reasm =_ "queue_glue: no memory for gluing queue %p\012"
net/ipv4/ip_output.c:237 [ip_output]ip_finish_output2 =_ "%s: No header cache and no neighbour!\012"
net/ipv4/tcp.c:1918 [tcp]tcp_recvmsg =_ "TCP(%s:%d): Application bug, race in MSG_PEEK\012"
net/ipv4/tcp_input.c:6123 [tcp_input]pr_drop_req =_ "drop open request from %pI6/%u\012"
net/ipv4/tcp_input.c:6119 [tcp_input]pr_drop_req =_ "drop open request from %pI4/%u\012"
net/ipv4/tcp_input.c:3245 [tcp_input]tcp_clean_rtx_queue =_ "Leak r=%u %d\012"
net/ipv4/tcp_input.c:3240 [tcp_input]tcp_clean_rtx_queue =_ "Leak s=%u %d\012"
net/ipv4/tcp_input.c:3235 [tcp_input]tcp_clean_rtx_queue =_ "Leak l=%u %d\012"
./include/net/inet_connection_sock.h:233 [tcp_input]inet_csk_reset_xmit_timer =_ "reset_xmit_timer: sk=%p %d when=0x%lx, caller=%p\012"
net/ipv4/tcp_output.c:3080 [tcp_output]tcp_send_synack =_ "%s: wrong queue state\012"
net/ipv4/tcp_output.c:2870 [tcp_output]tcp_retransmit_skb =_ "retrans_out leaked\012"
./include/net/inet_connection_sock.h:233 [tcp_output]inet_csk_reset_xmit_timer =_ "reset_xmit_timer: sk=%p %d when=0x%lx, caller=%p\012"
net/ipv4/tcp_timer.c:436 [tcp_timer]tcp_retransmit_timer =_ "Peer %pI6:%u/%u unexpectedly shrunk window %u:%u (repaired)\012"
net/ipv4/tcp_timer.c:428 [tcp_timer]tcp_retransmit_timer =_ "Peer %pI4:%u/%u unexpectedly shrunk window %u:%u (repaired)\012"
./include/net/inet_connection_sock.h:233 [tcp_timer]inet_csk_reset_xmit_timer =_ "reset_xmit_timer: sk=%p %d when=0x%lx, caller=%p\012"
./include/net/inet_connection_sock.h:233 [tcp_ipv4]inet_csk_reset_xmit_timer =_ "reset_xmit_timer: sk=%p %d when=0x%lx, caller=%p\012"
net/ipv4/tcp_cong.c:87 [tcp_cong]tcp_register_congestion_control =_ "%s registered\012"
net/ipv4/tcp_rate.c:157 [tcp_rate]tcp_rate_gen =_ "tcp rate: %ld %d %u %u %u\012"
./include/net/inet_connection_sock.h:233 [tcp_recovery]inet_csk_reset_xmit_timer =_ "reset_xmit_timer: sk=%p %d when=0x%lx, caller=%p\012"
net/ipv4/udp.c:2156 [udp]__udp4_lib_rcv =_ "UDP%s: bad checksum. From %pI4:%u to %pI4:%u ulen %d\012"
net/ipv4/udp.c:2145 [udp]__udp4_lib_rcv =_ "UDP%s: short packet: From %pI4:%u %d/%d to %pI4:%u\012"
net/ipv4/udp.c:1144 [udp]udp_sendpage =_ "cork failed\012"
net/ipv4/udp.c:1061 [udp]udp_sendmsg =_ "socket already corked\012"
./include/net/udplite.h:58 [udp]udplite_checksum_init =_ "UDPLite: bad csum coverage %d/%d\012"
./include/net/udplite.h:45 [udp]udplite_checksum_init =_ "UDPLite: zeroed checksum field\012"
net/ipv4/arp.c:375 [arp]arp_solicit =_ "trying to ucast probe in NUD_INVALID\012"
net/ipv4/icmp.c:842 [icmp]icmp_unreach =_ "%pI4: Source Route Failed\012"
net/ipv4/icmp.c:828 [icmp]icmp_unreach =_ "%pI4: fragmentation needed and DF set\012"
net/ipv4/devinet.c:1470 [devinet]inetdev_event =_ "%s: bug\012"
net/ipv4/fib_trie.c:2128 [fib_trie]fib_trie_get_next =_ "get_next iter={node=%p index=%d depth=%d}\012"
net/ipv4/fib_trie.c:1913 [fib_trie]fib_table_flush =_ "trie_flush found=%d\012"
net/ipv4/fib_trie.c:1548 [fib_trie]fib_table_delete =_ "Deleting %08x/%d tos=%d t=%p\012"
net/ipv4/fib_trie.c:1140 [fib_trie]fib_table_insert =_ "Insert table=%u %08x/%d\012"
net/ipv4/fib_trie.c:862 [fib_trie]resize =_ "In tnode_resize %p inflate_threshold=%d threshold=%d\012"
net/ipv4/fib_trie.c:643 [fib_trie]halve =_ "In halve\012"
net/ipv4/fib_trie.c:548 [fib_trie]inflate =_ "In inflate\012"
net/ipv4/fib_trie.c:395 [fib_trie]tnode_new =_ "AT %p s=%zu %zu\012"
net/ipv4/inet_fragment.c:435 [inet_fragment]inet_frag_maybe_warn_overflow =_ "%s%s"
net/ipv4/ping.c:994 [ping]ping_rcv =_ "no socket, dropping\012"
net/ipv4/ping.c:988 [ping]ping_rcv =_ "rcv on socket %p\012"
net/ipv4/ping.c:979 [ping]ping_rcv =_ "ping_rcv(skb=%p,id=%04x,seq=%04x)\012"
net/ipv4/ping.c:958 [ping]ping_queue_rcv_skb =_ "ping_queue_rcv_skb -> failed\012"
net/ipv4/ping.c:955 [ping]ping_queue_rcv_skb =_ "ping_queue_rcv_skb(sk=%p,sk->num=%d,skb=%p)\012"
net/ipv4/ping.c:947 [ping]ping_recvmsg =_ "ping_recvmsg -> %d\012"
net/ipv4/ping.c:870 [ping]ping_recvmsg =_ "ping_recvmsg(sk=%p,sk->num=%u)\012"
net/ipv4/ping.c:716 [ping]ping_v4_sendmsg =_ "ping_v4_sendmsg(sk=%p,sk->num=%u)\012"
net/ipv4/ping.c:523 [ping]ping_err =_ "err on socket %p\012"
net/ipv4/ping.c:520 [ping]ping_err =_ "no socket, dropping\012"
net/ipv4/ping.c:516 [ping]ping_err =_ "ping_err(proto=0x%x,type=%d,code=%d,id=%04x,seq=%04x)\012"
net/ipv4/ping.c:463 [ping]ping_bind =_ "ping_v4_bind -> %d\012"
net/ipv4/ping.c:439 [ping]ping_bind =_ "after bind(): num = %hu, dif = %d\012"
net/ipv4/ping.c:343 [ping]ping_check_bind_addr =_ "ping_check_bind_addr(sk=%p,addr=%pI6c,port=%d)\012"
net/ipv4/ping.c:316 [ping]ping_check_bind_addr =_ "ping_check_bind_addr(sk=%p,addr=%pI4,port=%d)\012"
net/ipv4/ping.c:293 [ping]ping_close =_ "isk->refcnt = %d\012"
net/ipv4/ping.c:292 [ping]ping_close =_ "ping_close(sk=%p,sk->num=%u)\012"
net/ipv4/ping.c:217 [ping]ping_lookup =_ "found: %p: num=%d, daddr=%pI6c, dif=%d\012"
net/ipv4/ping.c:205 [ping]ping_lookup =_ "found: %p: num=%d, daddr=%pI4, dif=%d\012"
net/ipv4/ping.c:197 [ping]ping_lookup =_ "iterate\012"
net/ipv4/ping.c:188 [ping]ping_lookup =_ "try to find: num = %d, daddr = %pI6c, dif = %d\012"
net/ipv4/ping.c:184 [ping]ping_lookup =_ "try to find: num = %d, daddr = %pI4, dif = %d\012"
net/ipv4/ping.c:160 [ping]ping_unhash =_ "ping_unhash(isk=%p,isk->num=%u)\012"
net/ipv4/ping.c:150 [ping]ping_hash =_ "ping_hash(sk->port=%u)\012"
net/ipv4/ping.c:134 [ping]ping_get_port =_ "was not hashed\012"
net/ipv4/ping.c:131 [ping]ping_get_port =_ "found port/ident = %d\012"
net/ipv4/ping.c:71 [ping]ping_hashfn =_ "hash(%u) = %u\012"
net/ipv4/sysctl_net_ipv4.c:296 [sysctl_net_ipv4]proc_tcp_fastopen_key =_ "proc FO key set 0x%x-%x-%x-%x <- 0x%s: %u\012"
net/ipv4/ipconfig.c:1632 [ipconfig]ip_auto_config_setup =_ "IP-Config: Parameter #%d: `%s'\012"
net/ipv4/ipconfig.c:1573 [ipconfig]ic_proto_name =_ "DHCP: Invalid client identifier type\012"
net/ipv4/ipconfig.c:1411 [ipconfig]ip_auto_config =_ "IP-Config: Entered.\012"
net/ipv4/ipconfig.c:1083 [ipconfig]ic_bootp_recv =_ "DHCP: Offered address %pI4 by server %pI4\012"
net/ipv4/ipconfig.c:1069 [ipconfig]ic_bootp_recv =_ "DHCP: Got message type %d (%s)\012"
net/ipv4/ipconfig.c:906 [ipconfig]ic_do_bootp_ext =_ "\012"
net/ipv4/ipconfig.c:905 [ipconfig]ic_do_bootp_ext =_ " %02x"
net/ipv4/ipconfig.c:903 [ipconfig]ic_do_bootp_ext =_ "DHCP/BOOTP: Got extension %d:"
net/ipv4/ipconfig.c:674 [ipconfig]ic_dhcp_init_options =_ "DHCP: Sending message type %d (%s)\012"
net/ipv4/ipconfig.c:311 [ipconfig]ic_close_devs =_ "IP-Config: Downing %s\012"
net/ipv4/ipconfig.c:255 [ipconfig]ic_open_devs =_ "IP-Config: %s UP (able=%d, xid=%08x)\012"
net/ipv4/netfilter/nf_conntrack_l3proto_ipv4.c:262 [nf_conntrack_ipv4]getorigdst =_ "SO_ORIGINAL_DST: Can't find %pI4/%u-%pI4/%u.\012"
net/ipv4/netfilter/nf_conntrack_l3proto_ipv4.c:253 [nf_conntrack_ipv4]getorigdst =_ "SO_ORIGINAL_DST: %pI4 %u\012"
net/ipv4/netfilter/nf_conntrack_l3proto_ipv4.c:236 [nf_conntrack_ipv4]getorigdst =_ "SO_ORIGINAL_DST: len %d not %zu\012"
net/ipv4/netfilter/nf_conntrack_l3proto_ipv4.c:230 [nf_conntrack_ipv4]getorigdst =_ "SO_ORIGINAL_DST: Not a TCP/SCTP socket\012"
net/ipv4/netfilter/nf_conntrack_l3proto_ipv4.c:88 [nf_conntrack_ipv4]ipv4_get_l4proto =_ "nf_conntrack_ipv4: bogus IPv4 packet: nhoff %u, ihl %u, skblen %u\012"
net/ipv4/netfilter/nf_conntrack_proto_icmp.c:156 [nf_conntrack_ipv4]icmp_error_message =_ "icmp_error_message: no match\012"
net/ipv4/netfilter/nf_conntrack_proto_icmp.c:148 [nf_conntrack_ipv4]icmp_error_message =_ "icmp_error_message: no match\012"
net/ipv4/netfilter/nf_conntrack_proto_icmp.c:137 [nf_conntrack_ipv4]icmp_error_message =_ "icmp_error_message: failed to get tuple\012"
net/ipv4/netfilter/nf_conntrack_proto_icmp.c:110 [nf_conntrack_ipv4]icmp_new =_ "icmp: can't create new conn with type %u\012"
net/ipv6/addrconf.c:3772 [ipv6]addrconf_rs_timer =_ "%s: no IPv6 routers present\012"
net/ipv6/addrconf.c:3254 [ipv6]addrconf_sit_config =_ "%s: add_dev failed\012"
net/ipv6/addrconf.c:3049 [ipv6]init_loopback =_ "%s: add_dev failed\012"
net/ipv6/addrconf.c:2680 [ipv6]addrconf_prefix_rcv =_ "IPv6 addrconf: prefix with wrong length %d\012"
net/ipv6/addrconf.c:2593 [ipv6]addrconf_prefix_rcv =_ "addrconf: device %s not configured\012"
net/ipv6/addrconf.c:1584 [ipv6]__ipv6_dev_get_saddr =_ "ADDRCONF: unspecified / multicast address assigned as unicast address on %s"
net/ipv6/route.c:2402 [ipv6]rt6_do_redirect =_ "rt6_redirect: source isn't a valid nexthop for redirect target\012"
net/ipv6/route.c:2395 [ipv6]rt6_do_redirect =_ "rt6_redirect: invalid link-layer address length\012"
net/ipv6/route.c:2386 [ipv6]rt6_do_redirect =_ "rt6_redirect: invalid ND options\012"
net/ipv6/route.c:2370 [ipv6]rt6_do_redirect =_ "rt6_do_redirect: target address is not link-local unicast\012"
net/ipv6/route.c:2361 [ipv6]rt6_do_redirect =_ "rt6_do_redirect: destination address is multicast\012"
net/ipv6/route.c:2354 [ipv6]rt6_do_redirect =_ "rt6_do_redirect: packet too short\012"
net/ipv6/ip6_fib.c:1783 [ipv6]fib6_clean_node =_ "%s: del failed: rt=%p@%p err=%d\012"
net/ipv6/ndisc.c:705 [ipv6]ndisc_solicit =_ "%s: trying to ucast probe in NUD_INVALID: %pI6\012"
net/ipv6/udp.c:1356 [ipv6]udpv6_sendmsg =_ "udp cork app bug 2\012"
net/ipv6/udp.c:895 [ipv6]__udp6_lib_rcv =_ "UDP%sv6: short packet: From [%pI6c]:%u %d/%d to [%pI6c]:%u\012"
